2025-10-17T17:35:04.797123+00:00,overspeed,61.55,Speed 61.55 exceeds max 20.00
2025-10-17T17:35:05.804289+00:00,overspeed,78.99,Speed 78.99 exceeds max 20.00
2025-10-17T17:35:06.810055+00:00,overspeed,99.33,Speed 99.33 exceeds max 20.00
2025-10-17T17:35:07.814689+00:00,overspeed,75.24,Speed 75.24 exceeds max 20.00
2025-10-17T17:35:08.818137+00:00,overspeed,59.02,Speed 59.02 exceeds max 20.00
2025-10-17T17:35:09.824317+00:00,overspeed,44.57,Speed 44.57 exceeds max 20.00
